id,brand,car_model,type,descproblem,datetime,status,desc,problem
488177,上汽集团,名爵ZS,2020款 180DVVT 自动 Lite,,2020-06-25,处理反馈,上汽名爵ZS中控触摸屏失灵无法使用,"H134,"
488176,华晨宝马,宝马3系,2020款 325Li M运动套装,,2020-06-25,信息审核,华晨宝马3系新车韩泰轮胎出现鼓包,"F39,"
488175,吉利汽车,帝豪,2014款 1.5L 手动 精英型 三厢,,2020-06-25,用户评分,吉利帝豪车门生锈掉漆4S店推诿不处理,"I281,J303,"
488171,长安马自达,马自达3 昂克赛拉,2017款 1.5L 自动 豪华型 三厢 国V,,2020-06-25,厂家受理,长安马自达昂克赛拉发动机故障灯亮,"A34,"
488169,一汽-大众,高尔夫·嘉旅,2018款 230TSI 自动 进取型,,2020-06-25,处理反馈,一汽大众高尔夫嘉旅车顶阅读灯出现漏水,"H90,"
488167,华晨宝马,宝马X1,2013款 sDrive18i 2.0L 自动 时尚型,,2020-06-25,信息审核,华晨宝马X1出现两次转向助力失效,"D112,"
488163,吉利汽车,帝豪,2014款 1.5L 手动 精英型 三厢,,2020-06-25,处理反馈,吉利帝豪汽油泵吸油管松动导致漏油,"H78,H75,"
488158,东风标致,标致408,2018款 350THP 自动 豪华版,,2020-06-25,处理反馈,东风标致408发动机冷车启动异响严重,"A9,"
488157,吉利汽车,远景,2017款 1.5L 手动 幸福版,,2020-06-25,处理反馈,吉利远景离合器异响要求免费维修,"C65,"
488156,东风标致,标致4008,2017款 350THP 精英版,,2020-06-25,处理反馈,东风标致4008行驶中疑似变速箱异响,"B33,"
488153,上汽大众,朗逸,2017款 1.6L 自动 舒适版,,2020-06-25,信息审核,上汽大众朗逸质保期内行驶中自燃,"H40,"
488150,上汽通用五菱,宝骏530,2019款 1.5T CVT 尊贵型 国V,,2020-06-25,处理反馈,宝骏530中控导航连接手机蓝牙卡顿,"H155,"
488147,一汽奔腾,奔腾T77,2019款 230 TID 自动 尊享型 国VI,,2020-06-25,处理反馈,一汽奔腾T77发动机报警 变速箱顿挫行驶失速,"A34,A255,B19,H164,H93,H155,"
488146,吉利汽车,星越,2019款 改款 350T 耀星者,,2020-06-25,处理反馈,吉利星越车机系统死机与官方宣传不符,"H155,M279,"
488142,吉利汽车,博越,2016款 1.8TD 自动 两驱 智尊型,,2020-06-25,处理反馈,吉利博越经销商态度蛮横不予解决问题,"I293,"
488141,上汽集团,名爵6,2018款 20T 自动 豪华智联版 国VI,,2020-06-25,处理反馈,上汽名爵6变速箱异响解决方案不认可,"B33,I295,"
488136,一汽-大众,宝来,2017款 1.6L 自动 两百万辆纪念版,,2020-06-25,处理反馈,一汽大众宝来刹车异响严重希望处理,"E43,"
488135,东风日产,劲客,2018款 1.5L CVT 智联豪华版,,2020-06-25,信息审核,东风日产劲客发动机故障灯报警 车身漏水,"A34,H93,H109,"
488133,东风日产,劲客,2019款 1.5L 手动 酷动版,,2020-06-25,信息审核,东风日产逍客发动机故障灯报警希望处理,"A34,"
488129,吉利汽车,帝豪,2017款 1.5L CVT 豪华型 三厢 百万款,,2020-06-25,处理反馈,吉利帝豪发动机与变速箱多处漏油,"A12,B22,"
488126,吉利汽车,缤越,2019款 260T DCT 骑士 国V,,2020-06-25,处理反馈,吉利缤越经销商保养粗心大意操作不规范,"J299,J304,"
488125,上汽集团,名爵HS,2019款 20T 手动 两驱 豪华版 国VI,,2020-06-25,信息审核,上汽名爵HS车机互联SAICLink不能正常使用,"H155,"
488120,北京现代,悦动,2011款 1.6L 手动 GL 舒适型,,2020-06-25,信息审核,北京现代悦动仪表台变形开裂鼓起,"H176,"
488118,东风日产,天籁,2020款 2.0T XL Upper AD1 智享领航版,,2020-06-25,信息审核,东风日产天籁发动机噪音大 油箱异响,"A38,H147,"
488110,一汽红旗,红旗HS5,2019款 2.0T 智联旗享四驱版,,2020-06-25,信息审核,一汽红旗HS5车身多处异响希望处理,"H15,"
488105,吉利汽车,缤越,2019款 260T DCT 游侠 国VI,,2020-06-25,处理反馈,吉利缤越车门内饰板开胶 刹车异响,"E43,H168,"
488104,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,,2020-06-25,处理反馈,一汽大众探岳变速箱顿挫行驶质感很差,"B19,"
488103,吉利汽车,星越,2019款 350T 暗夜骑士限量版,,2020-06-25,处理反馈,吉利星越车机升级GKUI19系统后仍旧卡顿,"O348,"
488102,一汽-大众,宝来,2017款 1.6L 手动 舒适型,,2020-06-25,处理反馈,一汽大众宝来前挡风玻璃无故开裂,"H113,"
488096,吉利汽车,星越,2019款 350T 耀星者,,2020-06-25,处理反馈,吉利星越车机系统出现黑屏死机要求升级,"H155,M279,"
488093,江铃福特,领界,2019款 EcoBoost 145 CVT 尊领型 PLUS 国V,,2020-06-25,处理反馈,江铃福特领界启停功能无法开启 电瓶电量低,"H146,H263,"
488091,北京现代,领动,2019款 1.4T 双离合 炫动·活力型,,2020-06-25,信息审核,北京现代领动变速箱脱挡异响要求延保,"B33,B246,"
488089,北京现代,悦纳,2016款 1.4L 手动 青春版 GS,,2020-06-25,信息审核,北京现代悦纳起步加速离合器异响希望解决,"C65,"
488088,广汽本田,飞度,2014款 1.5 CVT EXLI领先型,,2020-06-25,信息审核,广汽本田飞度发动机冷启动异响希望解决,"A9,"
488084,领克汽车,领克03,2019款 1.5TD DCT 劲版 国VI,,2020-06-25,信息审核,领克03购车半年置换补贴一直未兑现,"L313,"
488082,广汽乘用车,传祺GM8,2020款 领航款 390T 尊享版,,2020-06-25,信息审核,广汽传祺GM8车辆漏电要求尽快解决,"H110,"
488076,一汽丰田,锐志,2006款 2.5V 锐志 REIZ,,2020-06-25,信息审核,一汽丰田锐志仪表台开裂 汽油泵异响,"H176,H78,"
488075,上汽斯柯达,柯迪亚克,2019款 TSI330 两驱 豪华优享版 5座 国VI,,2020-06-25,信息审核,斯柯达柯迪亚克电瓶亏电 自动启停无法工作,"H146,"
488074,吉利汽车,星越,2019款 350T 耀星者,,2020-06-25,处理反馈,吉利星越车机升级后有大量BUG 要求升级硬件,"M279,O348,"
488072,一汽-大众,迈腾,2020款 330TSI DSG 豪华型,,2020-06-25,处理反馈,一汽大众迈腾行驶过程中发动机抖动飞轮异响,"A9,A24,"
488071,广汽本田,雅阁,2018款 260TURBO 精英版 国VI,,2020-06-25,信息审核,广汽本田雅阁雨天高速行驶过程中发动机失速,"A255,"
488070,吉利汽车,帝豪,2016款 1.5L 手动 豪华版 三厢,,2020-06-25,处理反馈,吉利帝豪副驾驶车门有严重的生锈现象,"H79,"
488066,上汽大众,桑塔纳,2016款 1.6L 手动 舒适版 三厢,,2020-06-25,信息审核,上汽大众桑塔纳发动机多次出现无法启动,"A44,"
488062,广汽三菱,劲炫ASX,2018款 1.6L 手动 两驱 灵动版,,2020-06-25,厂家受理,广汽三菱劲炫两前下摆臂有生锈的现象,"H79,"
488058,一汽-大众奥迪,奥迪Q5,2013款 40 TFSI 自动 进取型,,2020-06-25,信息审核,一汽大众奥迪Q5车内异味严重希望处理	,"H185,"
488057,上汽通用五菱,五菱荣光新卡,2019款 1.5L 双排 国VI L3C,,2020-06-25,用户评分,上汽通用五菱荣光新卡加满油后汽油箱异响,"H147,"
488056,上汽集团,荣威e550,2014款 1.5 豪华版,,2020-06-25,处理反馈,上汽荣威e550高速行驶过程中失去动力,"A255,"
488055,一汽丰田,亚洲龙,2019款 双擎 2.5L XLE 尊贵版 国Ⅵ,,2020-06-25,信息审核,一汽丰田亚洲龙高速行驶时主驾驶侧有异响,"H15,"
488052,北京越野,北京BJ20,2016款 1.5T 手动 豪华型,,2020-06-25,处理反馈,北京BJ20三个车门漆面出现生锈腐蚀现象,"H79,"
488046,众泰汽车,众泰E200,2016款 纯电动 三门两座科技版,,2020-06-25,信息审核,众泰E200行驶过程中突然断电影响安全,"H343,"
488045,一汽-大众,速腾,2020款 200TSI DSG 舒适型 国VI,,2020-06-25,处理反馈,一汽大众速腾坡道辅助系统失灵无法正常使用,"H170,"
488043,吉利汽车,远景,2011款 1.5L 手动  标准型,,2020-06-25,处理反馈,吉利远景挡杆防尘套和扶手箱有开裂的现象,"H168,"
488041,长安马自达,马自达3 昂克赛拉,2020款 2.0L 自动 质炫版,,2020-06-25,厂家受理,长安马自达昂克赛拉低速转向时有异响		,"D59,"
488040,吉利汽车,星越,2019款 350T 耀星者,,2020-06-24,处理反馈,吉利星越车内扬声器工作异常希望处理,"H134,"
488039,梅赛德斯-AMG,奔驰C级AMG,2019款 AMG C 43 4MATIC 轿跑车,,2020-06-24,信息审核,进口奔驰C级AMG活塞环卡死发动机故障灯亮,"A34,"
488032,一汽大众,捷达VS5,2019款 280TSI 自动 进取型,,2020-06-24,处理反馈,捷达VS5低速踩油门时车身有抖动的现象,"H268,"
488026,上汽通用五菱,五菱宏光,2019款 1.5L S 舒适型 国VI LAR,,2020-06-24,用户评分,上汽通用五菱宏光行驶过程中突然熄火,"A14,"
488018,一汽-大众奥迪,奥迪A6L,2019款 40 TFSI 豪华动感型,,2020-06-24,信息审核,一汽大众奥迪A6L发动机无法启动,"A44,"
488016,一汽-大众,迈腾,2011款 1.4TSI 精英型,,2020-06-24,处理反馈,一汽大众迈腾双离合变速箱抖动无法行驶,"B95,"
488008,吉利汽车,星越,2019款 350T 耀星者,,2020-06-24,处理反馈,吉利星越空调风量调节器失灵 自动驻车缺陷,"H101,H170,"
488007,上汽大众,途观L,2019款 330TSI 自动 两驱 风尚版 国VI,,2020-06-24,信息审核,上汽大众途观L低速行驶换挡时变速箱异响,"B33,"
488005,一汽-大众奥迪,奥迪Q5L,2020款 45 TFSI 尊享时尚型,,2020-06-24,信息审核,一汽大众奥迪Q5L变速箱拖挡故障灯亮,"B96,B69,"
487999,东风本田,本田CR-V,2017款 240TURBO 自动 两驱 风尚版,,2020-06-24,信息审核,东风本田CR-V优科豪马轮胎开裂存在安全隐患,"F100,"
487996,宝马（进口）,宝马X5,2018款 xDrive35i 典雅型,,2020-06-24,信息审核,宝马X5右前轮外侧异常磨损影响正常使用,"G245,"
487993,广汽丰田,凯美瑞,2015款 2.5HG CVT 豪华导航版 双擎,,2020-06-24,信息审核,广汽丰田凯美瑞左前摆臂衬套位置渗油,"G51,"
487986,广汽本田,锋范,2017款 1.5L CVT 精英版,,2020-06-24,信息审核,广汽本田锋范车身漆面大面积生锈鼓包,"H79,H81,"
487982,上汽大众,凌渡,2018款 280TSI 双离合 舒适版,,2020-06-24,信息审核,上汽大众凌渡密封条塌陷维修时损坏车辆,"J300,"
487980,吉利汽车,吉利EC8,2011款 2.0L 自动 舒适版,,2020-06-24,处理反馈,吉利EC8仪表盘数据无法显示希望尽快解决,"H202,"
487978,广汽本田,锋范经典,2012款 1.5L 自动 精英版,,2020-06-24,信息审核,广汽本田锋范经典轮眉大面积生锈腐烂,"H79,"
487975,东风标致,标致408,2016款 1.6T 自动 豪华版,,2020-06-24,信息审核,东风标致408发动机故障灯亮冒白烟,"A34,"
487973,东风悦达起亚,智跑,2019款 2.0L 自动 智享豪华版,,2020-06-24,处理反馈,东风悦达起亚智跑前挡风玻璃大面积开裂,"H113,"
487972,SWM斯威汽车,SWM斯威X7,2016款 1.5T 豪华型,,2020-06-24,信息审核,斯威X7升级后坡道辅助功能缺失,"J300,O348,"
487971,东风日产,蓝鸟,2016款 1.6L CVT 高能版,,2020-06-24,信息审核,东风日产蓝鸟车身漆面起泡售后服务态度差,"H81,I293,"
487970,长城汽车,欧拉iQ,2019款 智尊型,,2020-06-24,处理反馈,欧拉iQ充电时间长与购车时严重不符,"H340,"
487969,吉利汽车,金刚,2016款 1.5L 手动 精英型 国V,,2020-06-24,处理反馈,吉利金刚转向机漏油不予免费更换,"D58,"
487967,长安汽车,长安欧尚X7,2020款 1.5T 自动 豪华型,,2020-06-24,信息审核,长安欧尚X7保养规定售后人员未履行,"L314,"
487966,MINI,MINI,2018款 1.5T ONE PLUS 五门版,,2020-06-24,信息审核,MINI维修天窗后气囊外漏存在安全隐患,"J300,"
487963,众泰汽车,众泰Z700,2018款 1.8T DCT 尊享型 Z700H,,2020-06-24,处理反馈,众泰Z700 BCM中央控制器烧毁4S店不予质保,"H49,"
487960,奔驰（进口）,奔驰R级,2017款 R 320 4MATIC 商务型臻藏版,,2020-06-24,信息审核,进口奔驰R级发动机故障灯亮电路板烧毁,"A34,H109,H110,L314,"
487958,众泰汽车,众泰SR7,2016款 1.5T 手动 魔方之路版 国IV,,2020-06-24,处理反馈,众泰SR7减震器漏油严重厂家无配件提供,"G25,N318,"
487957,东风雪铁龙,雪铁龙C4L,2014款 1.8L 自动 智驱版 劲智型,,2020-06-24,处理反馈,东风雪铁龙C4L方向盘上下左右松动,"D337,"
487955,广汽本田,雅阁,2018款 230TURBO 舒适版 国V,,2020-06-24,处理反馈,广汽本田雅阁高速行驶中踩油门没有反应,"A255,"
487954,北汽新能源,北汽新能源EC,2017款 EC200 灵动版,,2020-06-24,处理反馈,北汽新能源EC全车断电 售后无配件维修,"A346,N318,"
487952,广汽乘用车,传祺GS5,2019款 270T 自动 豪华版,,2020-06-24,信息审核,广汽传祺GS5发动机无法启动要求解决,"A44,"
487951,上汽集团,荣威RX5 MAX,2019款 400TGI 自动 智能座舱豪华版,,2020-06-24,处理反馈,上汽荣威RX5 MAX经销商出售库存车,"L313,M283,"
487945,江淮汽车,瑞风S3,2015款 1.5L 手动 豪华智能尊享版,,2020-06-24,处理反馈,江淮瑞风S3维修人员喷漆后车漆脱落,"J303,"
487944,广汽丰田,汉兰达,2015款 2.0T 四驱 豪华版 7座,,2020-06-24,处理反馈,广汽丰田汉兰达高压喷油嘴漏油热车启动困难,"A12,A44,"
487943,吉利汽车,博越,2020款 1.8TD DCT 智慧PRO,,2020-06-24,处理反馈,吉利博越变速箱挡位灯与厂家宣传不符,"M279,"
487941,东风标致,标致408,2015款 1.2T 自动 豪华版,,2020-06-24,处理反馈,东风标致408更换正时皮带后发动机损坏,"J300,"
487938,吉利汽车,帝豪GL,2017款 1.3T 手动 精英型,,2020-06-24,处理反馈,吉利帝豪GL离合器分泵漏油存在质量问题,"C207,"
487935,上汽大众,途观L,2017款 380TSI 四驱 旗舰版,,2020-06-24,信息审核,上汽大众途观L变速箱异响严重希望处理,"B33,"
487933,奇瑞捷豹路虎,发现运动版,2020款 249PS R-Dynamic SE 性能科技版 7座,,2020-06-24,处理反馈,奇瑞捷豹路虎发现运动版发动机无法启动,"A44,D57,"
487932,众泰汽车,众泰T700,2017款 1.8T 双离合 尊贵型,,2020-06-24,处理反馈,众泰T700离合器打滑 发动机报警 换挡顿挫,"A34,B19,C16,"
487930,吉利汽车,缤越,2019款 260T DCT 骑士 国VI,,2020-06-24,处理反馈,吉利缤越减震器过软 车辆风噪大,"G162,H164,"
487929,吉利汽车,博越,2016款 1.8TD 自动 两驱 智联型,,2020-06-24,处理反馈,吉利博越变速箱异响顿挫希望处理,"B33,B19,"
487926,广汽本田,缤智,2015款 1.5L CVT 两驱舒适型,,2020-06-24,用户评分,广汽本田缤智停车怠速时车辆窜动明显,"B95,"
487924,比亚迪,比亚迪G5,2014款 1.5TI 手动 豪华型,,2020-06-24,用户评分,比亚迪G5车内塑料味严重一直无法解决,"H185,"
487922,东风标致,标致408,2015款 1.2T 自动 豪华版,,2020-06-24,信息审核,东风标致408正时皮带掉毛 发动机烧机油,"A63,A336,"
487921,广汽丰田,雷凌,2019款 185T CVT 豪华版 国VI,,2020-06-24,处理反馈,广汽丰田雷凌冷车时发动机舱转向异响,"A9,D59,"
487920,长安汽车,长安CS75 PLUS,2020款 2.0T 自动 旗舰型,,2020-06-24,处理反馈,长安CS75 PLUS蓄电池电量低影响使用,"H146,"
487919,奇瑞新能源,奇瑞eQ1,2019款 小蚂蚁 智享版 4座 30.6kWh,,2020-06-24,信息审核,奇瑞eQ1销售价格不透明商家克扣厂家补助,"K308,"
487918,长安汽车,长安CS15,2016款 1.5L 手动 时尚版,,2020-06-24,用户评分,长安CS15缺少随车工具希望尽快处理,"O354,"
487917,吉利汽车,星越,2020款 350T 驭星者,,2020-06-24,处理反馈,吉利星越车机卡顿黑屏 雨刷器异响,"H155,H60,M279,"
487916,东风标致,标致408,2014款 1.8L 自动 豪华版,,2020-06-24,处理反馈,东风标致408空调压缩机损坏无法制冷,"H101,"
487911,上汽通用五菱,五菱宏光,2018款 1.2L S 基本型 经典款,,2020-06-24,处理反馈,上汽通用五菱宏光4S店售后态度极差,"I293,"
487909,东南汽车,东南DX3,2017款 1.5T 手动 尊贵型,,2020-06-24,信息审核,东南DX3正常行驶中发生自燃存在质量问题	,"H40,"
487905,长安马自达,马自达3 昂克赛拉,2020款 1.5L 自动 质美版,,2020-06-24,厂家受理,长安马自达昂克赛拉变速箱顿挫 发动机抖动	,"A24,B19,E43,"
487904,跃进,C500,轻卡,,2020-06-24,信息审核,跃进C500发动机不烧尿素变速箱故障,"A34,A44,B33,I295,"
487903,上汽集团,锐腾,2015款 1.5TGI TST 豪华版,,2020-06-24,处理反馈,上汽名爵锐腾维修人员操作失误致电瓶报废,"I295,J299,"
487901,上汽斯柯达,速派,2016款 TSI280 DSG 创行版,,2020-06-24,信息审核,斯柯达速派主驾驶侧车窗无法正常下降,"H67,"
487899,吉利汽车,博越,2020款 1.8TD DCT 智领PRO,,2020-06-24,处理反馈,吉利博越简配挡位及雾灯 希望厂家尽快解决,"M279,"
487897,吉利汽车,星越,2019款 300T 耀星者,,2020-06-24,处理反馈,吉利星越车机系统升级后仍然卡顿,"O348,"
487896,奔驰（进口）,奔驰B级,2009款 2.0L CVT 200 时尚型,,2020-06-24,信息审核,进口奔驰B级变速箱阀体故障出现顿挫	,"B19,B115,"
487895,一汽丰田,锐志,2009款 2.5S 舒适版 新锐志 REIZ,,2020-06-24,信息审核,一汽丰田锐志中控仪表台开裂希望尽快处理,"H176,"
487893,奔驰（进口）,奔驰S级,2020款 S 350 L 尊享型 臻藏版,,2020-06-24,信息审核,进口奔驰S级漏防冻液 油表不显示,"A37,H202,"
487892,华晨宝马,宝马X1,2016款 xDrive20Li 豪华型,,2020-06-24,处理反馈,华晨宝马X1启动车辆后防侧滑故障灯亮,"H170,"
487890,一汽丰田,RAV4荣放,2020款 2.0L CVT 两驱 尊贵版,,2020-06-24,信息审核,一汽丰田RAV4荣放机油增多汽油味浓重,"A339,"
487888,吉利汽车,博越,2020款 1.8TD DCT 智尊PRO,,2020-06-24,处理反馈,吉利博越挡位指示灯和雾灯与宣传不符,"M279,"
487887,华晨中华,中华H230EV,2017款 豪华型,,2020-06-24,信息审核,中华H230EV动力电池故障希望解决,"H343,"
487886,华晨宝马,宝马X3,2019款 xDrive28i 豪华套装,,2020-06-24,用户评分,华晨宝马X3天窗周围顶棚漏水质量差,"H90,"
487882,奇瑞汽车,瑞虎8,2018款 1.5TCI 手动 豪华型 7座,,2020-06-24,处理反馈,奇瑞瑞虎8过减速带后悬挂异响严重,"G56,"
487878,领克汽车,领克03,2019款 1.5TD DCT 劲Pro版 国VI,,2020-06-24,用户评分,领克03主副驾驶座椅磨损严重希望厂家处理,"H169,"
487877,长安汽车,悦翔V5,2012款 1.5L 手动 梦幻型 国IV,,2020-06-24,处理反馈,长安悦翔V5电路故障行驶中断电轮毂变形,"H243,H110,"
487875,上汽大众,途观L,2019款 330TSI 自动 两驱 全景舒适版 国V,,2020-06-24,信息审核,上汽大众途观L天窗漏水4S店订件时间长,"H90,I295,L314,L310,N320,"
487873,一汽奔腾,奔腾T99,2019款 20TD 自动 旗舰型,,2020-06-24,处理反馈,一汽奔腾T99电瓶亏电导致车辆无法启动,"H146,"
487871,上汽大众,途铠,2020款 1.5L 自动 舒适版,,2020-06-24,信息审核,上汽大众途铠车身有严重漏水的现象,"H109,"
487870,一汽-大众,探岳,2020款 330TSI 两驱 豪华智联版,,2020-06-24,处理反馈,一汽大众探岳变速箱挡杆卡死车辆无法行驶,"B184,"
487869,一汽丰田,皇冠,2015款 2.5L 智享版,,2020-06-24,信息审核,一汽丰田皇冠安全气囊游丝故障导致故障报警,"H103,"
487867,北京现代,胜达,2015款 2.4L 自动 两驱 智能型 5座,,2020-06-24,信息审核,北京现代胜达保修期内发动机异响厂家拒赔,"A9,I297,Q349,"
487866,广汽本田,雅阁,2016款 2.0L CVT  舒适版,,2020-06-24,处理反馈,广汽本田雅阁车身抖动邓禄普轮胎开裂,"F100,"
487865,北京现代,领动,2018款 1.4T 双离合 炫动·活力型,,2020-06-24,信息审核,北京现代领动变速箱异响顿挫4S店不给处理,"B33,B19,I295,I297,"
487863,上汽大众,Polo,2013款 POLO 1.6 自动 舒适版,,2020-06-24,信息审核,上汽大众Polo车辆出险经销商私自定损维修,"I295,M315,O305,O353,"
487862,吉利汽车,星越,2019款 300T 耀星者,,2020-06-24,处理反馈,吉利星越车机系统升级后仍然无法正常使用,"O348,"
487861,北京奔驰,奔驰C级,2015款 180 L 运动型,,2020-06-24,信息审核,北京奔驰C级正常行驶过程中发动机爆缸,"A136,"
487860,吉利汽车,星越,2019款 350T AWD 驭星者,,2020-06-24,用户评分,吉利星越车机死机软件版本老旧与宣传不符,"H155,M279,"
487858,吉利汽车,博越,2020款 1.8TD DCT 智尊PRO,,2020-06-24,处理反馈,吉利博越变速箱没有挡位灯没有前雾灯,"M279,"
487857,华晨宝马,宝马X1,2018款 sDrive20Li 领先型,,2020-06-24,用户评分,华晨宝马X1发动机支架断裂 球笼套损坏,"A241,G161,"
487856,众泰汽车,众泰SR9,2017款 2.0T 自动 极致之路版,,2020-06-24,处理反馈,众泰SR9行驶中挡位及刹车失灵 轮胎摆动,"B115,E29,G204,"
487852,奇瑞汽车,捷途X70,2020款 1.5T 手动 悦行版 6座,,2020-06-24,处理反馈,捷途X70行车记录仪模糊 车道偏离预警失灵,"H134,H170,"
487850,长安马自达,马自达3 昂克赛拉,2017款 1.5L 自动 豪华型 三厢 国V,,2020-06-24,处理反馈,长安马自达昂克赛拉中控显示屏开胶,"H168,"
487848,东风悦达起亚,起亚K3,2016款 1.6L 自动 GLS,,2020-06-24,处理反馈,东风悦达起亚K3打方向时存在严重异响,"D59,"
487847,吉利汽车,帝豪GL,2017款 1.3T 自动 精英型,,2020-06-24,用户评分,吉利帝豪GL倒挡挂不上维修后未解决,"B20,"
487845,东风雪铁龙,雪铁龙C2,2007款 1.6 自动 VTS SX,,2020-06-24,处理反馈,东风雪铁龙C2变速箱故障灯亮挡位锁定,"B20,B96,"
487844,上汽通用五菱,宝骏530,2018款 1.5T DCT 旗舰型 国V,,2020-06-24,处理反馈,宝骏530变速箱召回方案时间太长不合理,"Q323,"
487843,奇瑞汽车,瑞虎7,2018款 1.5T 自动 劲享版 FLY款 国VI,,2020-06-24,处理反馈,奇瑞瑞虎7驾驶室车门异响 车门焊接多处开裂,"G125,H72,H168,"
487841,大众（进口）,Tiguan,2018款 330TSI 四驱 创睿型,,2020-06-24,信息审核,进口大众Tiguan辅助传感器无数据故障,"H234,"
487840,吉利汽车,星越,2019款 350T 耀星者,,2020-06-24,用户评分,吉利星越车机系统死机且无法进行升级,"H155,M279,"
487838,江淮汽车,瑞风M3,2016款 1.6L 豪华型 宜家版,,2020-06-24,处理反馈,江淮瑞风M3空调控制面板失灵影响使用,"H134,"
487836,广汽本田,飞度,2014款 1.5L CVT LX舒适型,,2020-06-24,处理反馈,广汽本田飞度发动机冷车VTEC控制器异响,"A9,"
487835,一汽-大众,探岳,2019款 330TSI 两驱 豪华型Plus 国VI,,2020-06-24,用户评分,一汽大众探岳车灯透视发白影响视线,"H82,"
487834,奇瑞汽车,瑞虎8,2019款 1.6TGDI 自动 精英型,,2020-06-24,处理反馈,奇瑞瑞虎8引擎盖生锈4S店出售库存车,"H79,M283,"
487832,吉利汽车,星越,2019款 改款 350T 耀星者,,2020-06-24,处理反馈,吉利星越车机软件升级后越来越卡顿,"H155,O348,"
487829,东风标致,标致408,2015款 1.2T 自动 豪华版,,2020-06-24,处理反馈,东风标致408涡轮增压器故障导致噪音大,"A38,A63,A189,"
487828,奇瑞汽车,瑞虎5x,2019款 HERO 1.5L 手动 都市版,,2020-06-24,处理反馈,奇瑞瑞虎5x油位感应异常 车身生锈,"H79,H78,"
487823,北京现代,索纳塔八,2011款 2.0 GLS领先版,,2020-06-24,信息审核,北京现代索纳塔八中控台塑料件开裂	,"H176,"
487819,北京奔驰,奔驰C级,2019款 C 180 L 时尚型运动版,,2020-06-24,信息审核,北京奔驰C级发动机故障灯亮电子水泵损坏,"A34,A191,"
487817,北京奔驰,奔驰GLA,2016款 200 时尚型,,2020-06-24,信息审核,北京奔驰GLA变速箱阀体损坏厂家不解决,"B84,I295,I297,K308,"
487813,北京奔驰,奔驰GLB,2020款 GLB 200 时尚型,,2020-06-24,信息审核,北京奔驰GLB发动机漏油希望厂家尽快处理,"A12,"
487812,广汽丰田,凯美瑞,2010款 240G 2.4 自动 G-Book 智能领航版,,2020-06-24,用户评分,广汽丰田凯美瑞中控台异味出油反光,"H176,"
487809,东风悦达起亚,智跑,2019款 2.0L 自动 智享豪华版,,2020-06-24,处理反馈,东风悦达起亚智跑启动后发动机有异响,"A9,"
487808,吉利汽车,博越,2020款 1.8TD DCT 智尊PRO,,2020-06-24,用户评分,吉利博越变速箱无挡位灯与宣传不符,"M279,"
487801,东风日产,天籁,2011款 2.5 XV CVT 尊雅版 公爵,,2020-06-24,处理反馈,东风日产天籁仪表台开裂存在质量问题,"H176,"
487800,上汽集团,名爵ZS,2017款 1.5L 自动 尊享互联网版,,2020-06-24,处理反馈,上汽名爵ZS发动机故障灯亮要求尽快解决,"A34,"
487799,北京奔驰,奔驰GLB,2020款 GLB 200 时尚型,,2020-06-24,信息审核,北京奔驰GLB后排右侧饰板行驶中有异响,"H164,J298,"
487798,北京现代,现代ix35,2019款 2.0L 自动 两驱 智勇·畅享版 国V,,2020-06-24,信息审核,北京现代ix35变速箱故障4S店维修后未解决 ,"B19,B334,J298,"
487795,上汽大众,途昂,2020款 380TSI 四驱 豪华版 国VI,,2020-06-24,信息审核,上汽大众途昂4S店售后不解决问题 态度差,"I295,I293,"
487791,广汽丰田,凯美瑞,2019款 2.0G 豪华版 国VI,,2020-06-24,处理反馈,广汽丰田凯美瑞发动机启停系统故障,"H119,H263,"
487789,众泰汽车,云100,2018款 云100 PLUS 智享型,,2020-06-24,信息审核,众泰云100行驶中熄火无法启动4S店无配件,"A341,N318,O326,"
487786,长城汽车,哈弗H2s,2017款 1.5T 自动 舒适型 蓝标,,2020-06-24,处理反馈,哈弗H2s空调无法控制行驶时车辆跑偏,"A34,B334,G117,H101,H211,"
487784,东风雪铁龙,雪铁龙C4L,2014款 1.8L 手动 智驱版 劲享型,,2020-06-24,处理反馈,东风雪铁龙C4L转向间隙大导致异响,"D59,D337,"
487783,广汽丰田,雷凌,2019款 185T CVT 豪华版 国VI,,2020-06-24,处理反馈,广汽丰田雷凌转向异响多次维修厂家不回复,"B33,B19,D59,"
487782,吉利汽车,星越,2019款 350T 驭星者,,2020-06-24,处理反馈,吉利星越换挡拨片功能缺失 车机无法使用,"H155,M279,"
487780,奇瑞汽车,捷途X95,2020款 1.6T DCT 探索Pro版 7座,,2020-06-24,处理反馈,捷途X95天窗导水槽及转向灯存在缺陷,"Q322,"
487779,吉利汽车,嘉际,2019款 1.5TD MHEV DCT 耀享型,,2020-06-24,处理反馈,吉利嘉际转向机渗油 备胎出现磨损,"D58,H68,"
487778,长城汽车,哈弗M6,2018款 1.5T 手动 两驱 精英型,,2020-06-24,用户评分,哈弗M6行驶过程中车辆跑偏 地胶鼓包,"G117,H168,"
487777,东风标致,标致408,2016款 1.6T 自动 豪华版,,2020-06-24,处理反馈,东风标致408喷油嘴故障导致发动机抖动,"A53,"
